LotArea,Style,YearBuilt,SqFt,FullBath,HalfBath,Bedrooms,Rooms,SalePrice
8243,1Story,1961,964,1,0,3,5,137500
8680,1Story,1960,894,1,0,3,5,117600
8800,2Story,1964,2154,2,1,5,8,224500
11382,1Story,1964,1374,1,0,3,7,147000
22002,1Story,1959,1652,1,1,3,6,2.00E+05
14585,1Story,1960,1429,1,0,3,7,181900
7388,1Story,1959,1327,1,0,3,7,150750
8280,1Story,1950,932,1,0,2,4,124000
5000,1Story,1946,334,1,0,1,2,39300
5000,1Story,1946,666,1,0,2,4,64500
9500,2Story,1964,1977,1,1,4,9,165000
9600,1Story,1955,1150,1,0,2,6,144000
9480,2Story,1942,1644,1,1,3,7,146500
8760,1Story,1957,936,1,0,2,4,141000
6860,1Story,1956,1008,1,0,3,6,131000
8176,1Story,1958,1056,1,0,3,6,139000
9250,1Story,1954,1056,1,0,3,6,139400
11988,1Story,1957,1244,1,1,3,6,150000
9100,1Story,1960,1144,1,0,3,6,120000
9736,1Story,1957,1721,1,0,4,8,174850
9770,1Story,1957,922,1,0,2,5,116000
10152,1Story,1956,1048,1,0,3,6,135000
12155,1Story,1970,1657,2,0,3,7,163500
10050,1Story,1955,1216,1,0,3,5,129500
11556,1Story,1953,1154,1,1,3,6,142000
10950,1Story,1952,948,1,0,2,5,125000
7942,1Story,1953,1040,1,0,3,6,136000
8923,1Story,1953,1008,1,0,2,6,134500
8540,1Story,1956,925,1,0,3,5,127000
8400,1Story,1955,925,1,0,3,5,116900
13300,1Story,1956,928,1,0,2,4,132000
15783,1Story,1952,924,1,0,2,6,112500
21281,2Story,1935,3086,3,1,4,9,301600
10800,1Story,1927,968,2,0,4,5,64500
10800,2Story,1895,1534,1,1,3,6,148000
5400,1Story,1920,691,1,0,2,4,86000
8300,1Story,1968,952,1,0,3,5,128500
11606,2Story,1969,2080,1,2,5,9,135000
11664,1Story,1948,1082,1,0,2,5,119200
7200,1Story,1950,988,1,0,3,6,119000
7200,1Story,1950,1238,1,1,3,6,102000
7200,1Story,1950,864,1,0,3,5,129000
7000,1Story,1960,1134,1,0,2,6,135000
7500,1Story,1959,1040,1,0,3,6,152000
7315,1Story,1958,1170,1,0,3,6,140000
7903,1Story,1960,1242,1,1,3,6,152000
8000,1Story,1960,1377,1,0,3,6,156500
7000,1Story,1961,925,1,0,3,7,99000
9760,2Story,1964,1851,2,1,3,7,187000
7590,2Story,1962,1812,2,0,4,8,169500
6600,1Story,1962,864,1,0,2,5,125500
6978,1Story,1926,960,1,0,2,5,103000
9600,2Story,1910,1432,2,0,2,7,132000
4480,1Story,1922,1022,1,0,2,4,89500
3153,1Story,1920,967,1,0,2,5,99900
10800,1Story,1885,1047,1,0,2,6,1.00E+05
7200,1Story,1940,1072,1,0,2,5,130000
5925,1Story,1937,1131,1,0,2,7,89471
6000,1Story,1920,960,1,0,2,5,108500
9639,2Story,1900,1798,2,1,4,7,137000
3880,1Story,1945,866,1,0,2,4,110500
8520,1Story,1923,968,1,0,2,5,1.00E+05
10337,2Story,1910,1772,2,1,3,7,184900
9863,2Story,1927,1642,1,1,4,9,145000
4571,2Story,1910,1232,1,0,3,6,114000
9900,2Story,1880,2210,2,0,5,8,117500
3600,2Story,1930,1358,1,1,3,6,124500
5400,1Story,1926,1616,2,0,3,5,152000
10800,2Story,1890,2554,1,1,3,8,159500
8626,1Story,1956,968,1,0,2,5,104500
6854,1Story,1925,1060,1,0,1,6,136500
8731,1Story,1920,1167,1,0,3,6,144000
6000,2Story,1939,1232,1,1,3,6,128000
6120,2Story,1920,1513,1,1,4,8,137500
6180,1Story,1926,986,1,0,2,5,102000
7755,2Story,1918,2264,2,1,4,8,2.00E+05
13515,2Story,1919,1824,1,0,3,8,180500
8730,2Story,1915,1396,1,0,3,7,153575
5700,2Story,1929,1344,1,1,3,6,140000
6882,2Story,1914,1355,1,1,3,7,127000
9780,2Story,1950,1952,1,1,4,8,212300
4800,1Story,1916,1196,1,0,2,5,109900
12888,2Story,1937,2267,1,1,3,7,219000
14299,1Story,1964,1005,1,0,3,5,115400
7943,1Story,1961,1029,1,0,3,5,118500
11677,1Story,1966,1040,1,0,3,6,123000
7094,1Story,1966,894,1,0,3,5,125000
8978,1Story,1968,948,1,0,3,6,108000
8665,1Story,1968,897,1,0,3,5,115000
8398,1Story,1967,943,1,0,2,5,134500
7742,1Story,1966,955,1,0,3,6,127000
8724,1Story,1968,894,1,0,3,5,129000
8197,1Story,1977,1285,1,1,3,7,143500
8169,1Story,1966,912,1,0,3,6,129000
14175,1Story,1956,1375,1,0,3,6,187000
16779,2Story,1920,2654,3,0,4,11,158000
25339,1Story,1918,1416,2,0,3,7,112000
11375,1Story,1954,1299,1,0,3,6,150000
115149,1Story,1971,1824,2,0,2,5,302000
11075,1Story,1984,1522,2,0,3,7,182000
10029,2Story,1988,2060,2,1,4,8,211000
17541,1Story,1948,1325,2,0,3,6,216000
17808,1Story,1946,1242,1,0,2,4,109900
12671,1Story,1954,2422,3,0,4,6,255000
12615,1Story,1950,2158,2,0,4,7,243000
5400,1Story,1958,864,1,0,3,6,118000
11515,1Story,1958,943,1,0,3,5,80000
9098,1Story,1920,605,1,0,2,5,86000
9280,1Story,1951,1342,1,0,4,7,125000
9060,1Story,1957,1340,1,0,3,7,120000
10357,1Story,1990,1442,2,0,3,6,179900
13474,2Story,1990,2243,2,1,4,8,225000
10380,2Story,1986,2730,2,1,4,8,301000
13125,2Story,1991,2127,2,1,4,8,238000
11287,2Story,1989,1982,2,1,3,7,228500
8556,1Story,2006,1240,2,0,2,5,194000
11750,1Story,2005,1546,2,0,3,7,217000
8760,1Story,2006,1500,2,0,3,7,212999
7242,1Story,2005,1270,2,0,2,6,175900
9316,2Story,2005,1795,2,1,3,7,191000
9317,1Story,2006,1314,2,0,3,6,176432
14364,2Story,1988,2062,2,1,3,7,277000
8883,2Story,1988,1873,2,1,3,7,207000
53107,2Story,1992,1953,2,1,3,9,240000
12205,2Story,1966,2087,2,1,5,9,187500
20064,1Story,1976,1743,0,1,0,5,279000
14217,1Story,1994,1022,1,0,3,6,139500
8775,1Story,1994,990,1,0,3,5,126000
11249,1Story,1995,1200,2,0,3,6,177500
10021,2Story,1997,1308,2,1,3,6,175000
9531,2Story,1998,1796,2,1,3,7,211000
8428,1Story,1994,990,1,0,3,5,146000
16561,1Story,1996,1097,1,1,3,6,147900
8070,1Story,1994,990,1,0,3,5,123600
9337,2Story,1997,1786,2,1,3,7,204750
10820,2Story,1999,1873,2,1,3,7,235500
12352,2Story,1998,1753,2,1,3,7,217000
9543,2Story,2001,1690,2,1,3,7,190550
8826,2Story,2000,1842,2,1,3,7,217500
10665,1Story,2003,1479,2,0,3,7,226000
11317,2Story,2003,1668,2,1,3,8,180000
11800,1Story,1974,894,1,0,3,5,131000
8982,1Story,1977,1040,1,1,3,5,134900
16300,1Story,1977,907,1,0,3,5,130000
7700,1Story,1972,882,1,0,3,5,112500
10356,1Story,1975,969,1,1,3,5,122000
7200,1Story,1972,864,1,0,3,5,127000
7200,1Story,1972,875,1,0,3,5,117000
10386,1Story,2004,2000,2,0,3,8,305900
9375,2Story,2002,2169,2,1,3,7,228500
11354,1Story,2000,1673,2,0,3,7,270000
8749,1Story,2002,1459,2,0,3,6,192000
8749,2Story,2003,1932,2,1,3,7,213000
8158,2Story,2002,1729,2,1,3,7,2.00E+05
16226,2Story,1998,2452,2,1,4,9,267000
11927,1Story,1994,1592,2,0,3,7,228000
12728,2Story,2001,2439,2,1,4,7,275000
15295,2Story,1996,1992,2,1,3,7,211000
11248,1Story,2002,1668,2,0,3,7,285000
10000,2Story,1995,2090,2,1,3,8,240000
17227,1Story,1999,1341,1,1,1,5,246900
8200,2Story,2003,1928,2,1,4,8,219500
8450,1Story,2003,1337,2,0,3,6,185000
9245,2Story,2006,1797,2,1,3,8,213500
8500,1Story,2004,1422,2,0,3,7,179600
8769,1Story,2005,1190,2,0,2,5,173500
8333,2Story,2006,1491,2,1,3,7,168675
9045,2Story,2005,1536,2,1,3,6,167000
9170,1Story,1965,1214,1,0,2,6,140000
10921,1Story,1965,960,1,0,3,6,94750
8240,1Story,1960,1179,1,0,2,5,110000
7917,1Story,1976,1113,1,1,3,6,148000
7024,1Story,2005,1090,1,1,2,5,157000
7023,2Story,2005,1408,2,1,3,6,171500
6400,1Story,1959,960,1,0,2,4,131750
10215,1Story,1954,948,1,0,3,5,111000
4270,1Story,1931,774,1,0,3,6,79000
9450,1Story,1954,894,1,0,3,5,110000
11767,2Story,1910,1346,1,1,2,6,112000
8172,1Story,1955,768,1,0,2,4,125000
8190,1Story,1954,948,1,0,3,5,119000
10592,2Story,1923,1502,1,1,3,7,165000
7223,1Story,1926,1422,1,0,3,6,136500
4000,2Story,1930,1098,1,0,2,5,148500
7155,2Story,1926,1461,1,0,3,6,135000
4280,1Story,1913,694,1,0,2,4,90350
13108,1Story,1951,1226,1,1,2,7,153500
22420,2Story,1918,2624,2,1,4,10,239000
10570,2Story,1932,2727,2,1,3,10,315000
7259,2Story,1945,2320,2,1,3,9,259500
14442,1Story,1957,1839,2,0,3,7,257500
25485,1Story,1960,1560,1,1,3,6,201000
17871,1Story,1995,1680,2,0,4,7,170000
20693,1Story,1971,1696,2,0,3,7,198000
32668,1Story,1957,2515,3,0,4,9,200624
9060,2Story,1923,1828,2,0,3,6,150909
3672,1Story,1922,816,1,0,2,5,75200
8263,1Story,1920,1012,1,0,2,6,118400
8967,1Story,1920,1077,1,0,2,6,67000
6565,1Story,1957,1073,1,0,3,6,140000
6060,1Story,1930,1001,1,0,2,5,124900
9187,1Story,1983,1080,1,1,3,5,134000
10000,1Story,2002,1392,2,0,3,6,215000
12864,1Story,2002,1409,1,1,1,4,245000
9928,1Story,1991,1478,2,0,3,6,210000
16905,1Story,1959,1328,1,1,2,5,170000
19958,1Story,1958,2279,2,1,4,7,257000
9037,1Story,2006,1484,2,0,2,6,265900
10331,1Story,1985,1240,2,0,3,6,174000
9303,2Story,1996,1756,2,1,3,7,204000
6718,1Story,2001,1312,2,0,2,5,180500
11305,1Story,2002,1922,2,0,2,6,282000
7777,1Story,1996,1491,2,0,3,7,178000
14536,1Story,2002,1629,2,0,3,9,270000
11800,2Story,2003,2486,3,1,5,10,279900
12665,2Story,2005,2482,2,1,4,9,281213
25286,1Story,1963,1040,1,0,3,5,132250
33983,1Story,1977,1676,1,1,3,6,196000
8286,2Story,1977,1432,1,1,3,6,157000
7599,1Story,1982,845,1,0,2,4,129500
11000,1Story,1976,1178,1,1,3,6,135000
8314,1Story,1982,816,1,0,2,5,124500
11625,1Story,1983,816,1,0,2,4,139000
10447,1Story,1984,887,1,0,3,5,124500
11027,1Story,1954,1293,2,0,2,5,149900
10533,1Story,1956,1024,1,0,2,5,157500
11765,1Story,1957,1797,1,1,3,7,169000
39384,1Story,1957,1390,1,1,1,4,252000
11727,1Story,1969,1851,2,0,3,8,192100
8238,2Story,1997,1525,2,1,3,6,183500
13006,2Story,1997,2236,2,1,4,8,222000
13041,2Story,1995,1671,2,1,3,7,170000
13031,2Story,1995,1498,2,1,3,6,187500
9783,2Story,1996,1776,2,1,3,7,202000
11207,2Story,1997,1511,2,1,3,8,185000
13128,2Story,2005,2064,2,1,4,7,250000
10463,2Story,2005,1801,2,1,3,8,239900
13108,2Story,1994,2687,2,1,4,9,270000
8076,1Story,1993,1169,2,0,3,6,183500
7685,2Story,1993,1501,2,1,3,6,165600
9084,2Story,1998,1632,2,1,3,8,176500
6563,1Story,1985,1742,2,0,2,5,275000
14762,2Story,1948,2320,2,0,2,7,169000
18261,1Story,2005,2000,2,1,3,8,470000
14145,1Story,1984,1621,2,0,3,8,202500
16659,2Story,1977,2263,2,1,3,9,235000
18800,2Story,1976,1574,2,1,3,6,190000
10400,1Story,1988,1872,2,0,3,6,241500
10530,2Story,1978,1857,2,1,4,8,188900
10240,1Story,1980,1686,2,0,3,7,207500
11475,2Story,1975,1552,2,1,3,6,179900
10140,1Story,1975,1074,1,1,3,6,153500
10140,2Story,1976,1664,2,1,4,8,162900
10000,1Story,1974,1103,2,0,3,6,155000
15870,1Story,1969,1096,1,0,3,6,138800
8125,1Story,1971,858,1,0,3,5,88000
7200,1Story,1971,874,1,0,3,5,97500
7514,1Story,1967,1387,1,0,3,6,145000
16737,1Story,2004,1980,2,0,3,8,315000
16163,1Story,2004,1618,2,0,2,6,252000
14780,1Story,2005,1868,2,0,2,7,415000
16033,1Story,2004,1850,2,0,3,8,326000
13418,2Story,2004,2452,3,1,4,9,309000
10240,2Story,2005,2098,2,1,3,8,275500
12378,1Story,2003,1944,2,0,3,8,360000
14828,1Story,2004,1780,2,0,2,7,378000
11846,1Story,2003,1792,2,0,2,6,374000
10927,2Story,2005,1904,2,1,3,8,275000
13215,2Story,2004,1914,2,1,3,9,279000
21930,2Story,2005,1838,2,1,4,7,192140
7861,2Story,2002,1509,2,1,3,7,183200
9056,2Story,2004,1414,2,1,3,6,178000
9171,2Story,2004,1598,2,1,3,7,201490
11194,2Story,2000,1936,2,1,3,7,230500
7875,2Story,2003,1509,2,1,3,8,180000
8121,2Story,2000,1664,2,1,3,7,172400
8658,2Story,2000,1889,2,1,3,9,215000
11214,2Story,1998,1886,2,1,4,10,199900
10852,2Story,2000,1671,2,1,3,7,173000
8738,2Story,1999,2291,2,1,4,8,230000
9452,2Story,1997,2392,2,1,3,7,348000
9660,2Story,1998,1976,2,1,3,7,286000
9545,2Story,2000,2234,2,1,3,7,3.00E+05
35760,2Story,1995,3627,3,1,4,10,625000
9233,2Story,2000,2855,2,1,4,9,405000
12011,2Story,1998,1924,2,1,3,7,280000
12090,2Story,1998,2263,2,1,4,10,258000
10019,2Story,1995,2726,2,1,4,9,350000
17242,2Story,1993,3500,3,1,4,11,584500
10236,2Story,1994,2494,2,1,4,9,321000
10120,2Story,1994,2526,2,1,4,8,290000
12585,2Story,1993,2799,2,1,3,8,315000
8688,1Story,2005,1616,2,0,3,7,232000
8125,2Story,2005,1716,2,1,3,7,200825
7500,1Story,2005,1266,2,0,3,6,176000
7733,1Story,2005,1142,1,1,3,5,139500
13072,1Story,2005,1141,1,1,3,6,142500
7800,2Story,2005,1686,2,1,3,8,184000
7632,2Story,2005,1585,2,1,3,7,184900
8304,2Story,1997,1837,2,1,3,7,187000
7153,2Story,1992,1603,2,1,3,7,175900
9370,2Story,1992,1731,2,1,3,7,248500
9019,2Story,1994,1320,2,1,3,6,150000
8900,1Story,1966,1056,1,0,2,5,107000
7800,1Story,1965,965,1,0,3,6,119900
9100,1Story,1962,988,1,0,3,6,129500
9240,1Story,1962,1211,1,0,2,6,144000
9308,1Story,1965,984,1,0,3,5,126000
8638,1Story,1963,925,1,0,2,5,133500
13052,1Story,1965,1024,1,1,3,5,120875
13526,1Story,1965,935,1,0,3,5,137000
8020,1Story,1964,912,1,0,3,6,124000
6993,1Story,1961,1236,1,0,3,6,135000
8789,1Story,1967,941,1,0,3,6,129200
16059,2Story,1991,2417,2,1,4,9,260000
11025,2Story,1992,2826,2,1,3,9,334000
14541,2Story,1993,2520,2,1,5,10,310000
13346,2Story,1992,2295,2,1,4,9,268000
12461,1Story,1994,1624,2,0,2,5,262000
8314,2Story,1997,1694,2,1,3,6,2.00E+05
7180,1Story,2001,1568,2,0,3,6,221000
11250,1Story,1977,1208,1,1,3,6,165000
50271,1Story,1981,1842,0,1,0,5,385000
20781,1Story,1968,2156,2,0,3,9,262500
11700,2Story,1968,1416,2,1,3,7,179900
11029,2Story,1968,2654,2,1,4,9,250000
10400,2Story,1972,1790,1,2,4,8,165150
10140,1Story,1967,1334,2,0,3,7,164500
9600,1Story,1968,1051,1,0,3,6,142000
8640,2Story,1968,1770,1,1,4,7,155000
9360,1Story,1968,976,1,0,2,4,157500
8400,1Story,1968,1052,1,1,3,5,138500
9759,1Story,1966,1051,1,0,3,6,124400
9230,1Story,1965,1200,1,1,1,6,146000
14803,2Story,1971,1993,2,1,4,8,190000
9100,1Story,1958,864,1,0,3,5,129900
8800,1Story,1964,1251,1,0,3,6,160000
10368,1Story,1964,1488,1,1,3,7,167000
9350,2Story,1964,1440,1,1,4,7,157500
10800,1Story,1960,1248,1,0,3,6,151500
8550,1Story,1934,816,1,0,2,4,129800
11425,1Story,1954,1008,1,0,2,4,137000
9724,1Story,1947,1043,1,0,2,5,137000
5900,1Story,1923,869,1,0,2,4,85500
5825,1Story,1926,747,1,0,1,5,79900
9600,1Story,1961,1433,1,0,3,7,161000
10858,1Story,1952,1624,1,0,2,6,146500
9600,1Story,1951,1216,1,0,3,7,135000
10680,1Story,1951,2136,2,0,4,7,137900
9462,2Story,1949,1728,1,1,3,7,137000
9888,1Story,1954,936,1,0,2,5,121000
8500,1Story,1961,1235,1,0,2,6,98600
14200,2Story,1966,2157,2,1,4,8,226000
9000,1Story,1954,1128,1,0,2,5,118000
9723,1Story,1963,1008,1,0,2,5,135000
8400,1Story,1957,1364,1,1,3,6,132000
11600,1Story,1960,1383,1,1,3,7,145250
9610,1Story,1958,1336,1,1,3,7,162000
14850,1Story,1957,1092,1,0,2,6,141000
10152,1Story,1956,1124,1,0,3,6,153000
10011,1Story,1957,1236,1,0,2,6,134450
8092,1Story,1954,1050,1,0,3,6,156000
11310,1Story,1954,1375,1,0,2,5,140000
12778,1Story,1952,1008,1,0,2,4,139500
10170,1Story,1951,1575,1,1,2,5,155000
11050,1Story,1956,1005,1,0,2,6,133500
13600,1Story,1955,1056,1,1,3,6,125000
15428,1Story,1951,884,1,0,2,4,142000
13300,1Story,1956,1384,1,0,2,6,159000
10410,1Story,1930,713,1,0,2,5,99800
5400,1Story,1954,833,1,0,2,4,117000
5400,1Story,1921,1073,1,0,2,4,108480
10914,1Story,1929,715,1,0,2,4,68000
10800,1Story,1920,1130,1,0,2,5,120000
7200,2Story,1915,1595,2,0,3,7,155500
8658,1Story,1965,1324,2,0,3,6,160000
9510,1Story,1962,1207,1,1,3,6,147000
7800,1Story,1964,912,1,0,2,5,115000
8910,1Story,1959,1194,1,0,3,6,159500
7332,1Story,1959,864,1,0,2,4,120000
7100,1Story,1957,816,1,0,2,5,129900
10800,1Story,1961,1773,2,0,3,6,183000
11650,1Story,1959,1472,2,0,2,5,157500
18275,2Story,1962,2448,3,0,3,9,277500
16321,1Story,1957,1600,1,0,2,6,207500
7200,1Story,1950,1040,1,0,2,5,109500
7200,1Story,1950,1040,1,0,2,4,109900
7560,1Story,1959,1040,1,0,3,6,133700
7945,1Story,1959,1150,1,0,3,6,141000
7000,1Story,1961,1150,1,0,3,6,146000
7590,2Story,1966,1348,1,1,3,6,155000
7400,1Story,1962,1045,1,0,3,6,120000
7000,1Story,1962,864,1,0,3,5,105000
9856,2Story,1900,2014,2,0,5,8,169000
9906,2Story,1925,1328,1,0,3,8,107000
9600,2Story,1925,1641,1,1,3,6,178000
6451,2Story,1900,1428,1,0,4,7,139900
3960,2Story,1930,1004,1,0,2,5,105000
5684,1Story,1930,813,1,0,2,5,110000
5633,1Story,1925,844,1,0,2,5,111500
9000,2Story,1880,1750,1,0,3,8,124000
7614,2Story,1905,1376,1,0,2,7,96900
7830,1Story,1921,492,1,0,1,3,61500
5820,1Story,1955,1163,1,0,3,6,126175
5747,1Story,1920,840,1,0,2,5,64000
3600,2Story,1910,1368,1,0,3,7,114504
7200,2Story,1920,1762,1,1,4,8,157000
11340,1Story,1923,1200,1,0,4,7,125000
9750,1Story,1958,960,1,0,3,5,125000
7446,1Story,1941,788,1,0,2,4,1.00E+05
11737,2Story,1924,1827,1,0,2,9,202500
6120,1Story,1925,1015,1,0,3,6,88000
6000,1Story,1925,1103,1,0,2,5,110500
6000,1Story,1921,616,1,0,2,4,89000
11672,1Story,1925,816,1,0,2,4,109000
4118,1Story,1941,693,1,0,2,4,52500
7518,2Story,1910,1330,1,0,3,7,116500
9000,1Story,1919,819,1,0,2,4,72000
9786,1Story,1922,1077,1,0,3,6,91000
21370,1Story,1950,1640,1,0,3,7,131000
8250,1Story,1935,1032,1,0,2,6,125000
5220,1Story,1936,879,1,0,2,4,80000
5500,1Story,2004,1073,2,0,2,4,157000
11235,1Story,1963,1382,1,1,3,6,148000
8414,1Story,1963,1068,1,0,3,6,154500
11327,1Story,1967,1064,1,0,3,6,153600
9000,1Story,1966,1059,1,0,3,6,142500
11553,1Story,1968,1159,1,1,3,7,158000
7844,2Story,1978,1400,1,1,3,6,149500
9535,1Story,1967,1458,1,1,3,7,165000
10335,1Story,1968,1721,2,1,3,7,180000
13125,1Story,1957,1803,2,0,3,8,155000
17920,1Story,1955,1779,1,1,3,6,170000
17529,1Story,1924,872,1,0,2,5,105000
14175,1Story,1956,1437,1,1,3,6,168000
20355,1Story,1967,1830,1,0,2,6,278000
13050,1Story,1963,1000,1,0,1,4,164000
13350,1Story,1974,894,1,0,3,5,142500
5271,1Story,1986,1453,1,1,2,6,190000
9375,1Story,1954,1350,1,1,3,6,146000
7800,2Story,1948,2008,3,0,3,8,225000
12048,1Story,1952,1488,1,0,3,7,135000
10519,1Story,1955,1057,1,0,3,6,137000
6420,1Story,1952,1148,1,0,2,6,123500
8335,1Story,1954,1124,1,0,3,5,93000
11200,1Story,1985,1298,2,0,3,5,180000
12128,2Story,1989,2559,2,1,4,9,209000
9554,2Story,1993,1911,2,1,3,8,215000
7488,1Story,2005,1208,2,0,2,6,183600
11645,1Story,2005,1734,2,0,3,7,260000
9316,1Story,2005,1614,2,0,3,7,225000
9316,2Story,2005,1596,2,1,3,6,181000
10041,2Story,1992,1915,2,1,3,8,220000
36500,1Story,1964,1582,2,0,4,7,190000
70761,1Story,1975,1533,2,0,2,5,280000
13015,1Story,1996,1100,1,1,3,5,145000
12438,2Story,1995,1499,2,1,3,6,187000
8685,1Story,1998,1425,2,0,3,5,193000
13568,1Story,1995,990,1,0,3,5,156000
9100,1Story,2000,1525,2,0,3,6,235000
9236,1Story,1997,1494,2,0,3,6,217000
10264,1Story,1999,1588,2,0,3,6,214000
9272,2Story,1999,1749,2,1,3,7,196000
13426,2Story,1999,1779,2,1,3,7,217000
13450,2Story,2002,1861,2,1,3,8,2.00E+05
14006,2Story,2002,1776,2,1,3,7,192500
13704,1Story,2001,1541,2,0,3,6,205000
8340,2Story,1977,1388,1,1,3,6,157500
9920,1Story,1969,971,1,1,3,5,128500
9560,1Story,1972,864,1,0,3,5,128500
9800,1Story,1972,894,1,0,3,5,149900
7200,1Story,1972,864,1,0,3,5,119900
11367,2Story,2002,1989,2,1,3,7,255000
9930,2Story,2002,1762,2,1,3,6,222000
9468,2Story,1999,1755,2,1,3,7,214000
11088,1Story,2002,1358,1,1,1,5,220000
14781,1Story,2001,1787,2,0,3,7,275000
8726,2Story,2002,1909,2,1,4,8,197000
8125,1Story,2002,1654,2,0,3,6,230000
10566,2Story,1999,2214,2,1,3,8,268500
21533,2Story,1996,2049,2,1,4,9,210900
11250,2Story,1998,1939,2,1,3,8,227000
11250,2Story,1995,1995,2,1,4,8,237000
9750,2Story,1998,2097,2,1,3,8,274300
9100,1Story,2004,1836,2,0,3,8,216837
8810,1Story,2003,1390,2,0,3,7,207000
12393,2Story,2004,1948,2,1,4,8,195000
9135,1Story,2003,1700,2,0,3,7,2.00E+05
8400,2Story,2005,1611,2,1,3,6,195800
11645,2Story,2004,1720,2,1,3,7,196500
8777,2Story,1910,1436,2,0,3,6,98000
17755,1Story,1959,1466,1,1,3,6,149900
16133,1Story,1969,1176,1,0,2,5,119900
7162,2Story,2003,1724,2,1,3,8,196500
8050,1Story,2002,914,1,0,2,4,117250
8172,1Story,1955,864,1,0,2,5,115000
7000,2Story,1926,1479,1,0,3,6,160000
13132,2Story,1914,1784,1,1,4,9,138887
4899,2Story,1920,1510,1,0,3,6,149000
7588,2Story,1920,1802,1,1,4,9,200100
9550,2Story,1915,1717,1,0,3,7,140000
21780,2Story,1920,1550,1,1,3,7,195000
11435,2Story,1929,1517,1,0,3,7,230000
11600,1Story,1922,1180,1,0,2,5,137500
16560,2Story,1932,2345,2,1,4,9,239000
14210,2Story,1930,1801,1,1,3,8,210000
14115,1Story,1956,1811,1,0,2,6,230000
12984,1Story,1977,1647,2,0,3,7,217500
15600,2Story,1950,2315,2,0,4,9,257000
16381,1Story,1969,1844,2,0,3,7,223000
7288,1Story,1942,976,1,0,2,5,102000
8534,1Story,1925,672,1,0,2,4,72000
7030,1Story,1925,641,1,0,2,4,85000
8765,1Story,1936,951,1,0,2,6,106500
12366,1Story,1945,729,1,0,2,5,51689
9000,1Story,1949,480,0,0,1,4,35311
23580,1Story,1979,1625,2,0,3,6,242500
9116,1Story,2001,1491,2,0,3,7,209000
26178,2Story,1989,2519,2,1,4,9,335000
50102,1Story,1958,1650,1,0,2,6,250764
16669,1Story,1981,1707,2,1,2,6,228000
13811,1Story,1987,1137,2,0,2,5,176000
8049,1Story,1990,1339,2,0,2,6,180000
11170,2Story,1990,2514,2,1,4,8,250000
8098,1Story,2000,1403,2,0,2,5,202000
14331,1Story,2002,1800,2,0,3,7,312500
31250,1Story,1951,1600,1,1,3,6,81500
17217,1Story,2006,1140,1,0,3,6,84500
10172,1Story,1968,874,1,0,3,5,126500
13384,1Story,1969,1360,1,0,3,8,140000
17400,1Story,1977,1126,2,0,3,5,160000
20000,1Story,1960,1224,1,0,4,7,131000
8885,1Story,1983,902,1,0,2,5,131000
10010,1Story,1974,1389,1,0,2,6,170000
9627,2Story,1993,2000,2,1,3,9,188000